441,98,wl
557.5,78,bg
625,76,bg
1065,88,bg
1447.5,62,sd
1517.5,94,bg
2692.5,94,wl
2849,166,wr
2854,193,wr
2859,69,wr
2864,81,wr
2869,130,wr
2874,129,wr
2879,134,wr
2884,132,wr
2889,148,wr
2894,148,wr
2899,147,wr
2904,148,wr
2909,148,wr
2914,157,wr
2919,148,wr
2924,148,wr
2929,148,wr
2934,171,wr
2939,182,wr
2944,183,wr
2949,174,wr
2954,174,wr
2959,182,wr
2964,161,wr
2969,173,wr
2974,172,wr
2979,157,wr
2984,171,wr
2989,172,wr
2994,172,wr
2999,172,wr
3004,168,wr
3009,168,wr
3014,180,wr
3019,180,wr
3024,180,wr
3029,181,wr
3034,181,wr
3039,181,wr
3044,181,wr
3049,181,wr
3054,180,wr
3059,180,wr
3064,180,wr
3069,175,wr
3074,175,wr
3079,174,wr
3084,174,wr
3089,160,wr
3094,166,wr
3099,166,wr
3104,175,wr
3109,175,wr
3114,175,wr
3119,180,wr
3124,174,wr
3129,174,wr
3134,175,wr
3139,174,wr
3144,162,wr
3149,163,wr
3154,163,wr
3159,162,wr
3164,162,wr
3169,162,wr
3174,162,wr
3179,162,wr
3184,162,wr
3189,168,wr
3194,168,wr
3199,168,wr
3204,175,wr
3209,175,wr
3214,175,wr
3219,175,wr
3224,175,wr
3229,175,wr
3234,175,wr
3239,180,wr
3244,180,wr
3249,178,wr
3254,177,wr
3259,175,wr
3264,175,wr
3269,175,wr
3274,175,wr
3279,175,wr
3284,175,wr
3289,175,wr
3294,172,wr
3299,172,wr
3304,175,wr
3309,175,wr
3314,175,wr
3319,175,wr
3324,174,wr
3329,174,wr
3334,172,wr
3339,172,wr
3344,172,wr
3349,172,wr
3354,171,wr
3359,172,wr
3364,169,wr
3369,166,wr
3374,165,wr
3379,164,wr
3384,164,wr
3389,172,wr
3394,173,wr
3399,174,wr
3404,175,wr
3409,175,wr
3414,175,wr
3419,175,wr
3424,175,wr
3429,175,wr
3434,175,wr
3439,175,wr
3444,175,wr
3449,175,wr
3454,174,wr
3459,175,wr
3464,166,wr
3469,168,wr
3474,168,wr
3479,174,wr
3484,175,wr
3489,174,wr
3494,175,wr
3499,175,wr
3504,171,wr
3509,171,wr
3514,171,wr
3519,171,wr
3524,171,wr
3529,172,wr
3534,173,wr
3539,172,wr
3544,174,wr
3549,173,wr
3554,173,wr
3559,173,wr
3564,172,wr
3569,172,wr
3574,173,wr
3579,173,wr
3584,173,wr
3589,172,wr
3594,172,wr
3599,172,wr
3604,172,wr
3609,172,wr
3614,172,wr
3619,173,wr
3624,172,wr
3629,172,wr
3634,172,wr
3639,171,wr
3644,172,wr
3649,171,wr
3654,171,wr
3659,171,wr
3664,171,wr
3669,171,wr
3674,172,wr
3679,171,wr
3684,172,wr
3689,172,wr
3694,172,wr
3699,173,wr
3704,173,wr
3709,174,wr
3714,174,wr
3719,173,wr
3724,173,wr
3729,174,wr
3734,174,wr
3739,183,wr
3744,182,wr
3749,184,wr
3754,184,wr
3759,184,wr
3764,184,wr
3769,184,wr
3774,184,wr
3779,184,wr
3784,186,wr
3789,184,wr
3794,184,wr
3799,184,wr
3804,184,wr
3809,184,wr
3814,184,wr
3819,184,wr
3824,184,wr
3829,173,wr
3834,170,wr
3839,129,wr
3844,170,wr
3849,169,wr
3854,169,wr
3859,169,wr
3864,169,wr
3869,169,wr
3874,181,wr
3879,181,wr
3884,180,wr
3889,181,wr
3894,184,wr
3899,184,wr
3904,182,wr
3909,183,wr
3914,182,wr
3919,175,wr
3924,175,wr
3929,175,wr
3934,175,wr
3939,177,wr
3944,175,wr
3949,175,wr
3954,175,wr
3959,175,wr
3964,175,wr
3969,175,wr
3974,177,wr
3979,177,wr
3984,177,wr
3989,178,wr
3994,178,wr
3999,179,wr
4004,180,wr
4009,180,wr
4014,180,wr
4019,180,wr
4024,180,wr
4029,181,wr
4034,189,wr
4039,184,wr
4044,184,wr
4049,184,wr
4054,181,wr
4059,180,wr
4064,182,wr
4069,182,wr
4074,174,wr
4079,174,wr
4084,174,wr
4089,174,wr
4094,175,wr
4099,179,wr
4104,180,wr
4109,180,wr
4114,179,wr
4119,179,wr
4124,179,wr
4129,178,wr
4134,177,wr
4139,175,wr
4144,175,wr
4149,175,wr
4154,175,wr
4159,175,wr
4164,177,wr
4169,175,wr
4174,175,wr
4179,175,wr
4184,178,wr
4189,178,wr
4194,178,wr
4199,178,wr
4204,178,wr
4209,178,wr
4214,178,wr
4219,182,wr
4224,182,wr
4229,180,wr
4234,180,wr
4239,180,wr
4244,181,wr
4249,181,wr
4254,180,wr
4259,181,wr
4264,181,wr
4269,181,wr
4274,182,wr
4279,182,wr
4284,181,wr
4289,181,wr
4294,180,wr
4299,180,wr
4304,181,wr
4309,181,wr
4314,181,wr
4319,181,wr
4324,181,wr
4329,181,wr
4334,181,wr
4339,180,wr
4344,180,wr
4349,180,wr
4354,180,wr
4359,180,wr
4364,180,wr
4369,180,wr
4374,180,wr
4379,180,wr
4384,180,wr
4389,180,wr
4394,181,wr
4399,180,wr
4404,180,wr
4409,180,wr
4414,180,wr
4419,180,wr
4424,180,wr
4429,180,wr
4434,180,wr
4439,180,wr
4444,180,wr
4449,181,wr
4454,181,wr
4459,180,wr
4464,186,wr
4469,188,wr
4474,188,wr
4479,186,wr
4484,182,wr
4489,183,wr
4494,183,wr
4499,182,wr
4504,181,wr
4509,181,wr
4514,181,wr
4519,181,wr
4524,181,wr
4529,181,wr
4534,181,wr
4539,180,wr
4544,180,wr
4549,180,wr
4554,180,wr
4559,180,wr
4564,180,wr
4569,179,wr
4574,178,wr
4579,177,wr
4584,175,wr
4589,174,wr
4594,173,wr
4599,173,wr
4604,172,wr
4609,171,wr
4614,166,wr
4619,163,wr
4624,162,wr
4629,162,wr
4634,161,wr
4639,159,wr
4644,154,wr
4649,153,wr
4654,148,wr
4659,145,wr
4664,143,wr
4669,143,wr
4674,143,wr
4679,143,wr
4684,143,wr
4689,143,wr
4694,139,wr
4699,135,wr
4704,135,wr
4709,132,wr
4714,132,wr
4719,132,wr
4724,132,wr
4729,132,wr
4734,132,wr
4739,132,wr
4744,132,wr
4749,132,wr
4754,135,wr
4759,135,wr
4764,134,wr
4769,134,wr
4774,133,wr
4779,133,wr
4784,133,wr
4789,132,wr
4794,132,wr
4799,132,wr
4804,132,wr
4809,133,wr
4814,134,wr
4819,130,wr
4824,129,wr
4829,130,wr
4834,130,wr
4839,129,wr
4843,129,wr
4848,128,wr
4853,127,wr
4858,126,wr
4863,127,wr
4868,130,wr
4873,133,wr
4878,130,wr
4883,130,wr
4888,129,wr
4893,129,wr
4898,133,wr
4903,132,wr
4908,132,wr
4913,133,wr
4918,133,wr
4923,130,wr
4928,130,wr
4933,130,wr
4938,130,wr
4943,130,wr
4948,130,wr
4953,130,wr
4958,139,wr
4963,145,wr
4968,146,wr
4973,150,wr
4978,153,wr
4983,153,wr
4988,154,wr
4993,160,wr
4998,162,wr
5003,162,wr
5008,162,wr
5013,162,wr
5018,162,wr
5023,138,wr
5028,138,wr
5033,188,wr
5038,187,wr
5043,166,wr
5048,187,wr
5053,187,wr
5058,187,wr
5063,179,wr
5068,179,wr
5073,179,wr
5078,175,wr
5083,179,wr
5088,178,wr
5093,157,wr
5098,160,wr
5103,162,wr
5108,162,wr
5113,162,wr
5118,162,wr
5123,162,wr
5128,161,wr
5133,161,wr
5138,161,wr
5143,157,wr
5148,155,wr
5153,153,wr
5158,153,wr
5163,162,wr
5168,153,wr
5173,159,wr
5178,160,wr
5183,153,wr
5188,157,wr
5193,157,wr
5198,157,wr
5203,159,wr
5208,159,wr
5213,162,wr
5218,162,wr
5223,162,wr
5228,162,wr
5233,161,wr
5238,162,wr
5243,163,wr
5248,163,wr
5253,163,wr
5258,163,wr
5263,163,wr
5268,163,wr
5273,168,wr
5278,169,wr
5283,168,wr
5288,169,wr
5293,169,wr
5298,169,wr
5303,169,wr
5308,169,wr
5313,170,wr
5318,170,wr
5323,170,wr
5328,170,wr
5333,170,wr
5338,169,wr
5343,169,wr
5348,169,wr
5353,169,wr
5358,168,wr
5363,168,wr
5368,168,wr
5373,168,wr
5378,171,wr
5383,171,wr
5388,175,wr
5393,172,wr
5398,170,wr
5403,175,wr
5408,163,wr
5413,163,wr
5418,163,wr
5423,165,wr
5428,165,wr
5433,166,wr
5438,166,wr
5443,171,wr
5448,179,wr
5453,169,wr
5458,180,wr
5463,178,wr
5468,179,wr
5473,172,wr
5478,175,wr
5483,178,wr
5488,178,wr
5493,179,wr
5498,178,wr
5503,178,wr
5508,178,wr
5513,178,wr
5518,173,wr
5523,178,wr
5528,178,wr
5533,179,wr
5538,180,wr
5543,180,wr
5548,179,wr
5553,179,wr
5558,172,wr
5563,173,wr
5568,173,wr
5573,173,wr
5578,173,wr
5583,172,wr
5588,171,wr
5593,171,wr
5598,171,wr
5603,171,wr
5608,172,wr
5613,173,wr
5618,174,wr
5623,174,wr
5628,174,wr
5633,174,wr
5638,173,wr
5643,172,wr
5648,171,wr
5653,171,wr
5658,169,wr
5663,168,wr
5668,168,wr
5673,180,wr
5678,180,wr
5683,180,wr
5688,180,wr
5693,179,wr
5698,179,wr
5703,179,wr
5708,179,wr
5713,179,wr
5718,179,wr
5723,179,wr
5728,179,wr
5733,179,wr
5738,179,wr
5743,179,wr
5748,179,wr
5753,179,wr
5758,178,wr
5763,179,wr
